hour,electricity_price
0,2646
1,2821
2,-899
3,1686
4,1185
5,-90
6,-593
7,-168
8,1099
9,2
10,1387
11,-145
12,-412
13,1386
14,-557
15,-187
16,2276
17,809
18,-382
19,1922
20,-398
21,678
22,1951
23,2813
24,1499
25,46
26,2982
27,388
28,2083
29,1302
30,-541
31,-548
32,2782
33,1887
34,2387
35,-834
36,2773
37,2015
38,-857
39,-604
40,-408
41,-380
42,-141
43,-800
44,1561
45,1990
46,-911
47,-834
48,1582
49,2608
50,55
51,2442
52,689
53,2203
54,2431
55,-382
56,-552
57,1090
58,-38
59,1627
60,1846
61,969
62,102
63,-171
64,2105
65,922
66,1465
67,1785
68,836
69,-513
70,-675
71,-617
72,2386
73,-308
74,1050
75,2397
76,-284
77,-305
78,1284
79,661
80,2217
81,1398
82,779
83,-134
84,2247
85,2777
86,1513
87,904
88,-436
89,2813
90,-327
91,1425
92,-859
93,2338
94,1765
95,1407
96,484
97,917
98,2091
99,1667
100,884
101,-64
102,-319
103,2747
104,2675
105,-620
106,1269
107,-729
108,187
109,2282
110,-740
111,1478
112,-3
113,1374
114,730
115,1525
116,1751
117,2260
118,114
119,1821
120,-139
121,-822
122,-586
123,-37
124,-946
125,-824
126,2727
127,1292
128,2409
129,774
130,1149
131,2751
132,2847
133,495
134,-538
135,1869
136,860
137,-581
138,-289
139,2412
140,2021
141,1062
142,993
143,883
144,2185
145,1655
146,950
147,-521
148,116
149,-604
150,2759
151,-656
152,-269
153,210
154,-801
155,1852
156,953
157,1482
158,2347
159,-531
160,2265
161,961
162,84
163,373
164,92
165,-555
166,2981
167,2250
168,2288
169,-18
170,1353
171,-205
172,2734
173,1206
174,1916
175,296
176,687
177,1501
178,1749
179,195
180,-574
181,1441
182,1018
183,1998
184,1184
185,-702
186,1167
187,1471
188,-438
189,2281
190,2822
191,2871
192,237
193,1857
194,2325
195,429
196,2360
197,1166
198,2319
199,1204
200,1717
201,1182
202,1093
203,54
204,2290
205,2427
206,676
207,1805
208,-800
209,2373
210,977
211,1859
212,2928
213,-113
214,2477
215,236
216,158
217,-809
218,1314
219,704
220,2989
221,1842
222,-208
223,585
224,339
225,2482
226,1540
227,2592
228,2620
229,170
230,-563
231,1050
232,924
233,925
234,2329
235,-318
236,2267
237,1420
238,2853
239,2221
240,2107
241,1342
242,366
243,1343
244,1479
245,-505
246,2625
247,1918
248,2817
249,1976
250,2750
251,2984
252,2512
253,566
254,1575
255,-984
256,2501
257,1306
258,843
259,974
260,9
261,1072
262,1149
263,1390
264,1269
265,2851
266,546
267,1461
268,-353
269,1081
270,1802
271,-356
272,1114
273,1075
274,523
275,1644
276,-600
277,1109
278,1309
279,-446
280,2171
281,2222
282,1568
283,1785
284,-969
285,-390
286,1193
287,-605
288,2923
289,-205
290,2705
291,417
292,-434
293,1259
294,-535
295,786
296,572
297,2939
298,591
299,26
300,1111
301,478
302,-977
303,1043
304,-676
305,1733
306,-597
307,2435
308,2231
309,2791
310,623
311,1863
312,1668
313,-954
314,1827
315,454
316,1314
317,-539
318,140
319,2100
320,2917
321,2003
322,2940
323,-918
324,1208
325,-935
326,-710
327,-236
328,2962
329,2
330,-300
331,374
332,424
333,-320
334,2918
335,-453
336,314
337,2584
338,-835
339,1024
340,-388
341,1852
342,2027
343,69
344,2709
345,-690
346,65
347,1724
348,-586
349,643
350,1107
351,-257
352,208
353,-88
354,1158
355,752
356,2111
357,-169
358,966
359,362
360,2673
361,2719
362,446
363,316
364,2942
365,-995
366,457
367,1372
368,-616
369,2464
370,2744
371,1800
372,-293
373,1170
374,2131
375,1955
376,1116
377,58
378,1139
379,-100
380,1224
381,2789
382,1690
383,500
384,761
385,-294
386,2967
387,427
388,2697
389,1154
390,578
391,2897
392,2231
393,-296
394,2379
395,-850
396,141
397,433
398,2074
399,987
400,2402
401,2152
402,2264
403,2332
404,2790
405,-826
406,1046
407,1741
408,1186
409,689
410,-489
411,2160
412,-873
413,2664
414,-499
415,2502
416,2871
417,468
418,1077
419,2657
420,2860
421,1486
422,428
423,2006
424,1348
425,1854
426,-641
427,676
428,1974
429,979
430,1414
431,-173
432,1972
433,-747
434,2913
435,1479
436,481
437,2495
438,2665
439,2927
440,698
441,465
442,2977
443,2337
444,952
445,-273
446,80
447,-469
448,963
449,1112
450,898
451,2571
452,178
453,2646
454,-579
455,-670
456,2287
457,582
458,2597
459,-42
460,-502
461,335
462,1160
463,-764
464,711
465,1251
466,-655
467,1034
468,1560
469,1121
470,970
471,730
472,2503
473,-434
474,-376
475,2578
476,2345
477,635
478,935
479,1568
480,2760
481,-363
482,1357
483,1149
484,-268
485,1900
486,1432
487,1364
488,-215
489,129
490,2895
491,956
492,-671
493,1686
494,2429
495,676
496,520
497,1357
498,2818
499,571
500,1922
501,756
502,-539
503,1587
504,2585
505,-959
506,1195
507,324
508,-841
509,2157
510,1191
511,2316
512,650
513,2792
514,-83
515,2637
516,447
517,2862
518,-973
519,1324
520,645
521,1745
522,-722
523,-926
524,2822
525,-469
526,1642
527,-72
528,731
529,128
530,-484
531,2621
532,11
533,2953
534,-614
535,2312
536,1212
537,2419
538,1762
539,1119
540,2606
541,-454
542,186
543,1930
544,2374
545,382
546,44
547,-716
548,-786
549,2420
550,1402
551,1777
552,1876
553,668
554,1660
555,20
556,-759
557,2746
558,587
559,2014
560,134
561,1656
562,2463
563,-551
564,2740
565,1186
566,1585
567,2908
568,901
569,152
570,198
571,1810
572,2475
573,1500
574,1839
575,921
576,-68
577,2627
578,-139
579,384
580,-546
581,2181
582,-911
583,462
584,1664
585,2762
586,-91
587,628
588,2550
589,2443
590,159
591,25
592,1809
593,2302
594,268
595,2382
596,2227
597,203
598,488
599,600
600,1680
601,518
602,2846
603,-776
604,1772
605,-631
606,-515
607,680
608,-833
609,1050
610,-761
611,-84
612,-702
613,-345
614,391
615,-18
616,1867
617,1278
618,2679
619,1328
620,-74
621,179
622,619
623,1799
624,201
625,2048
626,-100
627,1908
628,2963
629,2829
630,-864
631,-998
632,-216
633,-831
634,2188
635,-643
636,-310
637,2294
638,1275
639,1876
640,2845
641,1402
642,856
643,1830
644,-366
645,155
646,-381
647,2437
648,1956
649,1194
650,1185
651,-366
652,1167
653,375
654,-333
655,2304
656,414
657,1364
658,2535
659,-337
660,-626
661,1886
662,216
663,2028
664,1188
665,107
666,2157
667,1937
668,-900
669,-255
670,1692
671,1873
672,792
673,1810
674,2090
675,2925
676,2438
677,2122
678,-582
679,2565
680,2603
681,1219
682,1762
683,-383
684,-925
685,1128
686,636
687,2642
688,409
689,1735
690,1618
691,1868
692,-275
693,2907
694,1233
695,1409
696,468
697,1697
698,1557
699,-757
700,-364
701,401
702,1345
703,-216
704,2001
705,1614
706,365
707,1773
708,-679
709,517
710,-238
711,1156
712,2297
713,-714
714,-451
715,2429
716,2288
717,2640
718,2012
719,-293
720,2653
721,467
722,-972
723,1297
724,-576
725,515
726,1432
727,30
728,95
729,-917
730,873
731,-564
732,2746
733,1938
734,1073
735,-545
736,2657
737,2560
738,-590
739,446
740,-954
741,2864
742,2826
743,2533
744,2713
745,1265
746,2627
747,514
748,1163
749,-188
750,2993
751,1887
752,776
753,1497
754,1938
755,1602
756,402
757,2272
758,1919
759,645
760,1080
761,697
762,997
763,2245
764,2112
765,865
766,1059
767,-147
768,2198
769,573
770,-500
771,-533
772,2217
773,962
774,2443
775,1352
776,1564
777,1148
778,402
779,2120
780,635
781,-464
782,2511
783,1010
784,1481
785,-647
786,1314
787,2109
788,-198
789,-697
790,1212
791,-837
792,899
793,-822
794,2288
795,1694
796,-583
797,1465
798,-684
799,1935
800,2846
801,1880
802,949
803,2125
804,851
805,1052
806,2986
807,1729
808,433
809,1236
810,2211
811,1854
812,-632
813,857
814,780
815,1469
816,-111
817,-189
818,1142
819,2479
820,1265
821,1550
822,1676
823,1766
824,2411
825,2200
826,-444
827,388
828,-236
829,211
830,89
831,2131
832,1095
833,822
834,-716
835,-476
836,2945
837,1255
838,1103
839,2582
840,1613
841,278
842,-414
843,2769
844,2230
845,2758
846,791
847,2873
848,1776
849,-815
850,-30
851,1804
852,-628
853,2563
854,-927
855,2926
856,-507
857,-156
858,1516
859,-756
860,476
861,1755
862,-607
863,344
864,2370
865,138
866,-378
867,2974
868,2878
869,1277
870,274
871,2894
872,1156
873,1838
874,2160
875,2801
876,958
877,968
878,892
879,2204
880,2495
881,1021
882,2276
883,625
884,853
885,1007
886,1557
887,2472
888,832
889,2414
890,1110
891,2522
892,1417
893,1864
894,1508
895,-531
896,1162
897,2297
898,2846
899,1429
900,2530
901,2664
902,243
903,2291
904,2941
905,1042
906,-890
907,704
908,-38
909,2674
910,359
911,2719
912,-556
913,-954
914,-918
915,-568
916,-50
917,2914
918,1705
919,328
920,1606
921,375
922,826
923,1860
924,233
925,1118
926,2956
927,2047
928,144
929,-280
930,507
931,-790
932,455
933,631
934,58
935,2985
936,512
937,-91
938,76
939,802
940,-547
941,827
942,1284
943,28
944,1422
945,351
946,2477
947,-811
948,1195
949,273
950,726
951,677
952,2683
953,2931
954,1922
955,-193
956,910
957,-85
958,1446
959,2242
960,2976
961,432
962,892
963,2455
964,-999
965,1771
966,105
967,1438
968,791
969,1991
970,1406
971,2841
972,1941
973,2779
974,1987
975,1822
976,2063
977,-384
978,2693
979,2423
980,-513
981,-389
982,1601
983,835
984,519
985,988
986,239
987,864
988,-903
989,-488
990,-124
991,1334
992,1150
993,2430
994,2360
995,-461
996,-188
997,2661
998,2588
999,2023
1000,2178
1001,1719
1002,2642
1003,-928
1004,-16
1005,1313
1006,1087
1007,-527
1008,2955
1009,-57
1010,959
1011,2850
1012,-620
1013,974
1014,1709
1015,1391
1016,2037
1017,393
1018,759
1019,2619
1020,2167
1021,389
1022,-431
1023,-972
1024,1499
1025,894
1026,947
1027,1583
1028,-860
1029,1253
1030,1509
1031,-603
1032,2605
1033,545
1034,2854
1035,2947
1036,2869
1037,-354
1038,875
1039,2120
1040,1232
1041,1043
1042,-441
1043,2670
1044,444
1045,-680
1046,1816
1047,-437
1048,237
1049,-598
1050,2100
1051,398
1052,1276
1053,857
1054,2409
1055,-188
1056,71
1057,-361
1058,659
1059,1506
1060,583
1061,152
1062,2492
1063,1535
1064,648
1065,656
1066,624
1067,226
1068,2507
1069,2021
1070,1739
1071,-132
1072,2218
1073,918
1074,522
1075,-924
1076,1758
1077,-256
1078,2389
1079,1511
1080,2609
1081,404
1082,954
1083,2189
1084,2506
1085,-426
1086,2008
1087,1234
1088,2594
1089,484
1090,2323
1091,1553
1092,385
1093,2462
1094,2916
1095,94
1096,2192
1097,272
1098,-311
1099,1547
1100,-79
1101,2997
1102,-711
1103,-708
1104,-429
1105,-376
1106,-28
1107,2482
1108,140
1109,2943
1110,955
1111,1031
1112,72
1113,704
1114,787
1115,80
1116,481
1117,312
1118,1443
1119,2340
1120,1843
1121,2573
1122,-769
1123,2247
1124,-186
1125,-533
1126,1161
1127,1711
1128,-345
1129,1387
1130,1378
1131,-917
1132,-315
1133,825
1134,2233
1135,-100
1136,1350
1137,-459
1138,-202
1139,1655
1140,869
1141,828
1142,132
1143,-304
1144,2401
1145,493
1146,-944
1147,2957
1148,1880
1149,584
1150,1042
1151,635
1152,1807
1153,1750
1154,-888
1155,892
1156,2720
1157,2649
1158,202
1159,268
1160,2244
1161,2591
1162,2046
1163,1448
1164,524
1165,-54
1166,368
1167,-559
1168,1271
1169,1464
1170,1515
1171,534
1172,2115
1173,359
1174,1776
1175,-255
