hour,electricity_price
0,-574
1,709
2,-576
3,2573
4,2254
5,2828
6,2954
7,-92
8,1501
9,2973
10,1686
11,-108
12,201
13,682
14,572
15,2724
16,-776
17,874
18,507
19,946
20,414
21,1363
22,-583
23,1916
24,2471
25,628
26,-921
27,2400
28,1019
29,2368
30,-683
31,2262
32,-543
33,467
34,1244
35,-796
36,-740
37,2388
38,-174
39,-713
40,2269
41,1727
42,-112
43,357
44,2233
45,2405
46,-98
47,2307
48,1836
49,1879
50,716
51,1910
52,-862
53,-561
54,762
55,1915
56,-607
57,1320
58,1114
59,1528
60,1233
61,-364
62,2767
63,2259
64,2419
65,1376
66,573
67,-739
68,539
69,218
70,-353
71,-694
72,1106
73,2810
74,797
75,1718
76,2879
77,2121
78,-730
79,764
80,446
81,2461
82,-833
83,122
84,1410
85,1870
86,-590
87,1828
88,2215
89,2754
90,167
91,-887
92,1659
93,1251
94,2896
95,779
96,541
97,-313
98,-91
99,2241
100,2382
101,-960
102,-352
103,1699
104,1095
105,1841
106,579
107,1887
108,2258
109,648
110,2743
111,913
112,2113
113,-2
114,1769
115,2959
116,2965
117,1082
118,-438
119,2993
120,-943
121,-936
122,2228
123,2753
124,2971
125,2262
126,634
127,2931
128,1023
129,2775
130,-538
131,391
132,1640
133,631
134,1908
135,247
136,1110
137,-16
138,-411
139,-813
140,85
141,-774
142,1785
143,2100
144,1314
145,1902
146,877
147,1904
148,136
149,-797
150,1203
151,1175
152,59
153,-357
154,1396
155,1405
156,1208
157,174
158,313
159,458
160,225
161,1070
162,2850
163,566
164,2154
165,2088
166,-607
167,2939
168,2969
169,626
170,2260
171,-604
172,527
173,-437
174,-183
175,1266
176,271
177,1641
178,630
179,-936
180,2692
181,147
182,-80
183,2808
184,-360
185,2072
186,506
187,1481
188,2372
189,127
190,1218
191,-400
192,2923
193,230
194,519
195,1707
196,-1000
197,2
198,-936
199,1849
200,999
201,96
202,1494
203,2478
204,-368
205,1376
206,2738
207,-458
208,842
209,564
210,1059
211,2584
212,-662
213,-373
214,2492
215,-476
216,-217
217,-500
218,-842
219,310
220,2730
221,604
222,2234
223,-79
224,2758
225,30
226,-497
227,498
228,-712
229,-612
230,-531
231,-544
232,1749
233,-893
234,1673
235,-349
236,1324
237,2984
238,776
239,1011
240,1460
241,1034
242,1589
243,-845
244,-38
245,632
246,1237
247,1122
248,794
249,2524
250,-73
251,2896
252,-158
253,282
254,-668
255,1858
256,-440
257,249
258,1861
259,-173
260,1967
261,1804
262,130
263,-514
264,-353
265,2131
266,2713
267,1560
268,535
269,1333
270,116
271,2554
272,-15
273,1489
274,2722
275,-309
276,2597
277,2328
278,-316
279,846
280,1977
281,2443
282,-584
283,-479
284,-457
285,1493
286,-898
287,2951
288,1046
289,1992
290,276
291,1446
292,374
293,114
294,-586
295,1978
296,1214
297,1187
298,2629
299,1061
300,2244
301,1130
302,-202
303,509
304,1802
305,2219
306,-995
307,500
308,-271
309,-990
310,1298
311,-806
312,1471
313,2334
314,2309
315,-675
316,523
317,2190
318,-45
319,-353
320,2530
321,60
322,159
323,1318
324,163
325,1713
326,1385
327,1864
328,207
329,628
330,-176
331,2516
332,1364
333,-917
334,1339
335,1217
336,80
337,1196
338,165
339,2919
340,2440
341,661
342,667
343,28
344,2498
345,1843
346,-180
347,2484
348,1483
349,2481
350,157
351,1272
352,2063
353,-613
354,2732
355,2762
356,2903
357,1675
358,49
359,215
360,-164
361,-523
362,2115
363,2821
364,1439
365,-226
366,-439
367,2926
368,1451
369,1201
370,-391
371,2164
372,1273
373,1658
374,519
375,2300
376,2527
377,538
378,484
379,2935
380,2122
381,-337
382,-527
383,-257
384,2831
385,2628
386,-521
387,1728
388,221
389,1021
390,202
391,635
392,819
393,1593
394,2037
395,1656
396,1507
397,2191
398,1246
399,587
400,-324
401,-962
402,1204
403,2334
404,-797
405,879
406,794
407,132
408,2311
409,1550
410,2728
411,1235
412,722
413,2654
414,578
415,2032
416,2974
417,67
418,383
419,1044
420,2018
421,908
422,-699
423,-576
424,1863
425,-487
426,255
427,2377
428,140
429,44
430,444
431,-239
432,2930
433,755
434,1459
435,-86
436,2332
437,-755
438,1967
439,-782
440,-609
441,2726
442,1819
443,-498
444,1084
445,-879
446,2650
447,1226
448,1987
449,-566
450,510
451,133
452,310
453,-437
454,2308
455,2937
456,-797
457,1581
458,1735
459,139
460,257
461,1818
462,2351
463,-735
464,746
465,755
466,2852
467,1480
468,-417
469,-794
470,1707
471,2917
472,1798
473,2497
474,920
475,-838
476,2948
477,2732
478,2836
479,1102
480,1522
481,-227
482,1359
483,628
484,382
485,2261
486,1876
487,2316
488,564
489,2684
490,2228
491,-248
492,1849
493,866
494,1058
495,2344
496,-9
497,-476
498,123
499,1380
500,-762
501,673
502,1600
503,482
504,40
505,-350
506,-70
507,861
508,2509
509,2454
510,2560
511,2609
512,2653
513,2483
514,1568
515,2821
516,1676
517,1177
518,272
519,1788
520,2269
521,-362
522,-812
523,2871
524,-655
525,251
526,2583
527,-798
528,2259
529,1149
530,-21
531,-543
532,1333
533,-358
534,918
535,1314
536,-416
537,1753
538,2520
539,-577
540,-509
541,2308
542,1968
543,2403
544,645
545,1287
546,-706
547,1592
548,163
549,2111
550,1611
551,-254
552,135
553,2366
554,519
555,2522
556,1860
557,-843
558,199
559,-281
560,-405
561,248
562,151
563,2058
564,-763
565,1947
566,1144
567,-571
568,-788
569,2403
570,2121
571,194
572,2879
573,1134
574,2887
575,2101
576,-872
577,2430
578,2599
579,2946
580,1928
581,1833
582,-815
583,2675
584,-702
585,-28
586,2447
587,1353
588,794
589,-407
590,278
591,1465
592,1116
593,2417
594,-506
595,-766
596,-317
597,1837
598,2218
599,1815
600,1932
601,2738
602,2170
603,1055
604,2869
605,-765
606,2455
607,-696
608,345
609,2116
610,-323
611,-634
612,1296
613,2691
614,-291
615,713
616,1343
617,2606
618,-449
619,1871
620,1592
621,492
622,-953
623,-635
624,105
625,1743
626,-351
627,-860
628,2005
629,1308
630,2574
631,2815
632,1922
633,-747
634,30
635,1177
636,326
637,577
