hour,electricity_price
0,2903
1,1673
2,-854
3,2180
4,976
5,1070
6,970
7,1198
8,2980
9,2716
10,2366
11,2735
12,89
13,1707
14,2835
15,2569
16,2970
17,1164
18,805
19,1611
20,2627
21,2290
22,2502
23,1988
24,-875
25,2748
26,354
27,2883
28,-908
29,-886
30,1926
31,1850
32,-598
33,1087
34,2436
35,2948
36,1200
37,86
38,1837
39,2845
40,-509
41,2731
42,754
43,715
44,615
45,918
46,2971
47,792
48,2635
49,2226
50,1966
51,-836
52,-434
53,305
54,942
55,668
56,-355
57,2394
58,1292
59,996
60,378
61,1241
62,-190
63,2326
64,1271
65,1777
66,1609
67,-890
68,1530
69,1260
70,-790
71,624
72,2031
73,-69
74,-128
75,2775
76,-109
77,2130
78,41
79,-544
80,628
81,-154
82,-185
83,1503
84,-639
85,2223
86,2715
87,1853
88,2388
89,-534
90,782
91,-904
92,1664
93,218
94,-342
95,516
96,-277
97,885
98,1807
99,-278
100,234
101,2874
102,869
103,1043
104,1178
105,391
106,-368
107,202
108,-983
109,2775
110,-992
111,1638
112,910
113,-643
114,23
115,2402
116,2801
117,-847
118,1902
119,363
120,-958
121,485
122,-150
123,187
124,997
125,269
126,838
127,2242
128,521
129,-923
130,2756
131,2673
132,1596
133,1422
134,999
135,-402
136,1132
137,1789
138,2709
139,726
140,1382
141,417
142,2135
143,2174
144,2288
145,-210
146,-546
147,-644
148,1714
149,-170
150,137
151,460
152,-382
153,1186
154,2154
155,551
156,2754
157,2251
158,-195
159,1684
160,2450
161,2232
162,2449
163,1624
164,1634
165,-527
166,1554
167,93
168,2923
169,1418
170,1475
171,245
172,817
173,-226
174,-687
175,2641
176,-158
177,314
178,1240
179,2800
180,1078
181,2879
182,2562
183,-620
184,87
185,1712
186,2472
187,2722
188,1016
189,1738
190,-575
191,239
192,9
193,1354
194,-519
195,2626
196,1259
197,2098
198,570
199,70
200,2015
201,2524
202,491
203,-617
204,2265
205,-780
206,2591
207,840
208,-412
209,2798
210,986
211,799
212,943
213,2833
214,1647
215,1560
216,1225
217,2722
218,613
219,2999
220,467
221,530
222,-326
223,1195
224,2891
225,-852
226,983
227,815
228,1169
229,-759
230,2590
231,1411
232,323
233,2363
234,-74
235,1225
236,756
237,5
238,-392
239,1918
240,-225
241,-642
242,107
243,2028
244,1261
245,1949
246,1737
247,1534
248,628
249,904
250,2974
251,2556
252,2985
253,1074
254,-534
255,-786
256,937
257,2951
258,126
259,1627
260,610
261,2509
262,2503
263,1256
264,2988
265,-602
266,-204
267,2917
268,-319
269,566
270,1348
271,1148
272,1703
273,2090
274,76
275,2586
276,-39
277,-150
278,677
279,173
280,-431
281,-144
282,519
283,2729
284,143
285,330
286,375
287,538
288,1243
289,2820
290,720
291,2332
292,245
293,348
294,2299
295,1714
296,-419
297,1907
298,1767
299,-335
300,1161
301,599
302,811
303,1532
304,2286
305,-164
306,1057
307,2994
308,2456
309,2458
310,2600
311,1757
312,419
313,1955
314,2844
315,814
316,2439
317,1909
318,820
319,16
320,1255
321,1492
322,428
323,2103
324,2627
325,25
326,1033
327,391
328,-548
329,2675
330,870
331,1809
332,2673
333,2839
334,789
335,-119
336,2290
337,1164
338,1365
339,1218
340,1331
341,-500
342,1954
343,2140
344,399
345,1753
346,-36
347,2364
348,2731
349,-392
350,1573
351,1115
352,-171
353,-147
354,-560
355,2167
356,-648
357,2591
358,-338
359,1661
360,105
361,295
362,555
363,237
364,-888
