hour,electricity_price
0,-724
1,620
2,1678
3,2779
4,2061
5,2713
6,2603
7,659
8,2653
9,1
10,-248
11,2077
12,-320
13,2612
14,889
15,159
16,-247
17,2045
18,810
19,-160
20,1299
21,1085
22,1031
23,2259
24,893
25,-594
26,888
27,294
28,1689
29,348
30,2274
31,158
32,449
33,773
34,85
35,1839
36,359
37,1382
38,-914
39,-242
40,639
41,1927
42,516
43,2466
44,2950
45,2843
46,15
47,-710
48,5
49,-387
50,1204
51,2075
52,1728
53,-425
54,750
55,-40
56,-814
57,2014
58,1595
59,-400
60,1721
61,-535
62,-752
63,2154
64,-928
65,824
66,1606
67,1723
68,921
69,2934
70,534
71,427
72,1319
73,2883
74,2660
75,737
76,819
77,393
78,868
79,511
80,1731
81,750
82,1145
83,-13
84,374
85,439
86,2603
87,785
88,2360
89,-2
90,-469
91,1933
92,-39
93,1531
94,2203
95,-668
96,-43
97,2868
98,-644
99,-317
100,1285
101,1778
102,-389
103,2070
104,2181
105,2421
106,2838
107,110
108,1145
109,31
110,253
111,423
112,2748
113,-416
114,-836
115,227
116,-920
117,2511
118,2527
119,166
120,813
121,2073
122,165
123,1332
124,2186
125,27
126,2904
127,2849
128,1952
129,1622
130,778
131,676
132,2432
133,2048
134,575
135,-651
136,-360
137,2221
138,-396
139,1574
140,-160
141,-455
142,462
143,-333
144,2332
145,1575
146,-338
147,2179
148,2113
149,-882
150,1938
151,-252
152,1915
153,1583
154,2576
155,1292
156,2124
157,2380
158,-920
159,616
160,2554
161,1816
162,942
163,653
164,-351
165,2394
166,536
167,-684
168,1035
169,2267
170,320
171,1435
172,1474
173,2667
174,-994
175,-979
176,687
177,844
178,551
179,2092
180,275
181,-513
182,306
183,2231
184,679
185,-698
186,1765
187,1248
188,1187
189,826
190,-396
191,-669
192,-632
193,232
194,-830
195,889
196,1011
197,-283
198,1781
199,2506
200,2661
201,2557
202,720
203,-867
204,-205
205,-463
206,348
207,1671
208,176
209,-402
210,893
211,1630
212,81
213,1863
214,1966
215,1713
216,-819
217,-79
218,2546
219,2081
220,161
221,2416
222,1254
223,2847
224,2126
225,-649
226,1274
227,34
228,608
229,1899
230,-867
231,-427
232,1765
233,704
234,2471
235,2327
236,572
237,2570
238,-525
239,431
240,1365
241,970
242,-370
243,2919
244,2085
245,2309
246,1684
247,-578
248,1505
249,1883
250,-207
251,433
252,1013
253,882
254,2681
255,2061
256,953
257,2971
258,625
259,1044
260,358
261,-380
262,668
263,134
264,2241
265,1113
266,-866
267,1684
268,-425
269,-910
270,1286
271,1750
272,2323
273,-2
274,1909
275,-527
276,1854
277,997
278,1790
279,551
280,1094
281,2436
282,-317
283,2818
284,-232
285,2487
286,2940
287,-13
288,-319
289,-405
290,1430
291,1421
292,238
293,2434
294,2234
295,2642
296,2105
297,2372
298,2941
299,1067
300,2654
301,-608
302,2764
303,2263
304,2389
305,2060
306,588
307,406
308,174
309,1621
310,-523
311,1137
312,2722
313,1265
314,-946
315,2837
316,1921
317,-493
318,132
319,1923
320,2405
321,2879
322,814
323,-817
324,1666
325,-250
326,2967
327,1155
328,-592
329,-396
330,-722
331,2772
332,445
333,1472
334,1362
335,2414
336,2935
337,1218
338,1759
339,1882
340,2858
341,781
342,-443
343,-943
344,2565
345,-308
346,155
347,616
348,611
349,2546
350,2392
351,-810
352,1551
353,2784
354,1999
355,524
356,1457
357,1828
358,2365
359,960
360,2869
361,2568
362,2063
363,1331
364,-494
365,-793
366,-49
367,-430
368,334
369,2086
370,-645
371,1119
372,2244
373,1023
374,471
375,1928
376,2849
377,2152
378,1560
379,-236
380,747
381,863
382,688
383,843
384,-141
385,451
386,774
387,2306
388,1327
389,2304
390,2005
391,-779
392,-65
393,2627
394,1420
395,1910
396,-538
397,118
398,340
399,-477
400,-445
401,1534
402,377
403,1985
404,-426
405,921
406,-257
407,1325
408,1865
409,2039
410,1417
411,-898
412,1648
413,1997
414,2996
415,2969
416,2690
417,2645
418,2757
419,-617
420,2159
421,2619
422,-595
423,-332
424,1018
425,1689
426,2986
427,1117
428,573
429,1106
430,483
431,1660
432,2249
433,-563
434,-889
435,2336
436,1313
437,1848
438,673
439,1031
440,-790
441,1630
442,-386
443,2457
444,975
445,2659
446,2007
447,-374
448,0
449,2107
450,-562
451,1563
452,2921
453,2944
454,-156
455,1507
456,188
457,-330
458,1255
459,705
460,182
461,850
462,1679
463,2301
464,2904
465,2517
466,-778
467,-688
468,2109
469,1610
470,1026
471,-918
472,2799
473,1003
474,1754
475,1840
476,1417
477,-967
478,2666
479,19
480,1933
481,2427
482,2909
483,1873
484,1493
485,739
486,1008
487,-862
488,836
489,1283
490,425
491,2657
492,-223
493,-2
494,-651
495,2357
496,-492
497,-126
498,1239
499,860
500,1089
501,-524
502,1758
503,2173
504,2475
505,518
506,1804
507,937
508,-771
509,1731
510,985
511,2349
512,1335
513,105
514,1499
515,249
516,2575
517,-631
518,2266
519,2216
520,2778
521,-519
522,1027
523,102
524,955
525,-637
526,1737
527,-169
528,584
529,2703
530,1527
531,2895
532,1309
533,2297
534,-734
535,491
536,-458
537,942
538,942
539,-467
540,983
541,1313
542,2549
543,407
544,2301
545,2604
546,1235
547,-137
548,-530
549,-166
550,2903
551,1221
552,1540
553,2926
554,8
555,1462
556,-676
557,1512
558,1707
559,2500
560,98
561,2668
562,324
563,2865
564,331
565,-308
566,1183
567,-990
568,2087
569,172
570,112
571,-724
572,1022
573,-435
574,991
575,1451
576,-601
577,2507
578,816
579,1681
580,2167
581,332
582,-304
583,2406
584,314
585,-596
586,1867
587,687
588,450
589,183
590,2402
591,2905
592,190
593,-939
594,889
595,2520
596,-503
597,-303
598,1556
599,340
600,-86
601,2523
602,-509
603,160
604,2744
605,2737
606,1598
607,2767
608,1893
609,260
610,521
611,1796
612,1559
613,142
614,2732
615,-903
616,-749
617,606
618,-597
619,1504
620,1049
621,2335
622,2029
623,2624
624,-275
625,1087
626,2595
627,1360
628,2338
629,105
630,2120
631,303
632,2965
633,478
634,2972
635,-518
636,2107
637,729
638,2160
639,957
640,2327
641,-355
642,1884
643,-273
644,1850
645,2594
646,-421
647,2289
648,2665
649,485
650,1819
651,-120
652,-729
653,68
654,-615
655,2858
656,212
657,497
658,1177
659,2200
660,-829
661,574
662,1847
663,-937
664,2826
665,1408
666,2424
667,500
668,1360
669,2423
670,-70
671,927
672,-191
673,2985
674,2228
675,-997
676,958
677,1375
678,2997
679,2277
680,929
681,-239
682,917
683,2403
684,678
685,1119
686,96
687,1058
688,795
689,-653
690,2389
691,130
692,-663
693,-823
694,951
695,2143
696,-270
697,2181
698,-878
699,2866
700,2645
701,2910
702,2906
703,2152
704,-354
705,2983
706,103
707,1922
708,1331
709,1379
710,1405
711,-687
712,625
713,1085
714,361
715,205
716,1890
717,620
718,2826
719,2813
720,2569
721,-124
722,351
723,1605
724,1700
725,1706
726,-736
727,2820
728,2290
729,1886
730,2274
731,1724
732,-915
733,716
734,-48
735,1916
736,174
737,549
738,914
739,92
740,1397
741,-361
742,1719
743,891
744,1218
745,1269
746,2497
747,-398
748,-633
749,-805
750,15
751,-149
752,756
753,1469
754,2935
755,1574
756,1206
757,256
758,2724
759,2225
760,2536
761,2167
762,2782
763,-337
764,-66
765,-671
766,736
767,509
768,846
769,1554
770,2145
771,1812
772,2123
773,1823
774,2448
775,-459
776,2742
777,1820
778,870
779,1298
780,1885
781,-631
782,2927
783,104
784,323
785,-825
786,259
787,2075
788,1710
789,1892
790,743
791,1326
792,-950
793,-459
794,2332
795,34
796,1347
797,-438
798,1693
799,390
800,-255
801,-983
802,1542
803,1477
804,2291
805,-999
806,-387
807,195
808,1991
809,1906
810,2322
811,1045
812,2958
813,211
814,2064
815,548
816,-943
817,1459
818,-390
819,400
820,226
821,1964
822,410
823,18
824,-34
825,2245
826,653
827,207
828,-101
829,1969
830,2646
831,1553
832,-315
833,495
834,-829
835,2361
836,2689
837,740
838,344
839,163
840,-950
841,1070
842,-913
843,140
844,-75
845,-739
846,1951
847,1263
848,-178
849,-818
850,-421
851,-39
852,2553
853,785
854,1300
855,2190
856,-831
857,-587
858,994
859,-364
860,2850
861,1178
862,2842
863,1118
864,1928
865,435
866,-664
867,25
868,934
869,1792
870,2119
871,2948
872,2323
873,-267
874,832
875,255
876,1138
877,-189
878,1085
879,2501
880,1422
881,1441
882,688
883,1710
884,2194
885,1183
886,301
887,1012
888,297
889,634
890,2487
891,2558
892,1696
893,1188
894,2052
895,1286
896,34
897,-504
898,151
899,380
900,2752
901,348
902,-657
903,-584
