hour,electricity_price
0,-896
1,-687
2,107
3,2099
4,268
5,2893
6,1446
7,-739
8,1845
9,569
10,1769
11,258
12,-806
13,162
14,100
15,2527
16,2517
17,640
18,2205
19,815
20,-358
21,265
22,2297
23,181
24,2180
25,1606
26,-52
27,408
28,922
29,1496
30,1999
31,-273
32,281
33,277
34,1295
35,777
36,2480
37,-323
38,2026
39,37
40,615
41,-624
42,526
43,203
44,-300
45,2711
46,-170
47,2905
48,-954
49,2823
50,2974
51,379
52,-907
53,-211
54,1268
55,-773
56,1468
57,-523
58,234
59,108
60,1167
61,1603
62,2609
63,2799
64,2625
65,529
66,2382
67,2769
68,-519
69,-296
70,-176
71,1525
72,1259
73,2371
74,1904
75,1888
76,1254
77,-884
78,-99
79,1262
80,2317
81,-592
82,1339
83,963
84,2703
85,754
86,2417
87,1676
88,-240
89,583
90,2811
91,-882
92,88
93,2168
94,2441
95,2013
96,1581
97,2569
98,2322
99,186
100,652
101,-926
102,-638
103,368
104,-206
105,1871
106,705
107,-425
108,1826
109,1560
110,2090
111,2658
112,580
113,-858
114,2971
115,2134
116,2898
117,2320
118,2102
119,1026
120,-551
121,2239
122,2894
123,2142
124,-675
125,-82
126,1642
127,-230
128,1565
129,550
130,2031
131,-263
132,1327
133,2177
134,-109
135,2201
136,1249
137,-782
138,-13
139,766
140,1126
141,-122
142,2590
143,1854
144,2137
145,2855
146,277
147,619
148,-459
149,1923
150,2021
151,-537
152,-816
153,1633
154,1785
155,35
156,2158
157,-39
158,-961
159,292
160,1524
161,2562
162,621
163,-417
164,-265
165,402
166,205
167,-965
168,-34
169,2827
170,-551
171,1544
172,-240
173,1638
174,871
175,513
176,959
177,-95
178,2326
179,2791
180,749
181,1095
182,-51
183,2976
184,-310
185,966
186,613
187,314
188,1157
189,34
190,278
191,1813
192,784
193,926
194,-595
195,1734
196,350
197,-951
198,1285
199,599
200,2931
201,38
202,768
203,106
204,-396
205,581
206,1735
207,179
208,2818
209,2855
210,793
211,2890
212,630
213,1010
214,1727
215,-663
216,2703
217,1637
218,-159
219,2839
220,-743
221,-817
222,2352
223,2930
224,-110
225,1970
226,202
227,2121
228,-417
229,-371
230,-924
231,435
232,392
233,2433
234,2903
235,-349
236,-714
237,120
238,1840
239,1959
240,2069
241,-758
242,1305
243,2581
244,1024
245,1384
246,2338
247,-473
248,-303
249,1048
250,2755
251,2250
252,948
253,2400
254,-701
255,249
256,-189
257,1099
258,2193
259,-628
260,-452
261,1811
262,2751
263,2980
264,-817
265,592
266,2520
267,2427
268,-10
269,735
270,2877
271,2081
272,1668
273,395
274,1842
275,-476
276,-770
277,2024
278,1152
279,177
280,1129
281,153
282,-926
283,2408
284,321
285,1923
286,1312
287,1078
288,-255
289,-802
290,2354
291,2511
292,593
293,1306
294,975
295,57
296,2008
297,2625
298,1594
299,1967
300,2577
301,2372
302,-722
303,-961
304,2357
305,-113
306,-636
307,-407
308,1727
309,2300
310,1959
311,2419
312,776
313,1234
314,-976
315,2540
316,-486
317,171
318,598
319,1045
320,1307
321,-428
322,695
323,-679
324,1009
325,545
326,944
327,-822
328,264
329,-86
330,2400
331,-902
332,1663
333,40
334,2579
335,1258
336,-929
337,2798
338,-350
339,1313
340,2338
341,1986
342,2098
343,684
344,525
345,1681
346,-458
347,529
348,-726
349,1044
350,403
351,439
352,722
353,1697
354,1589
355,966
356,1008
357,-327
358,-851
359,-948
360,150
361,-231
362,-177
363,999
364,670
365,1724
366,2769
367,2449
368,-757
369,1912
370,1679
371,-632
372,2726
373,187
374,699
375,2061
376,2643
377,385
378,1873
379,-485
380,529
381,-599
382,-848
383,2519
384,-497
385,2963
386,-662
387,242
388,1337
389,-651
390,68
391,-498
392,1342
393,1717
394,-368
395,1503
396,1874
397,-898
398,1902
399,416
400,-425
401,176
402,756
403,1362
404,1475
405,1643
406,878
407,2900
408,809
409,891
410,1767
411,1437
412,2758
413,1081
414,2978
415,1656
416,-405
417,2646
418,-404
419,-72
420,2687
421,2236
422,841
423,139
424,1844
425,2639
426,2825
427,1017
428,1508
429,1084
430,-220
431,672
432,2007
433,1335
434,1101
435,2067
436,282
437,10
438,892
439,886
440,-99
441,1824
442,1473
443,2461
444,1633
445,-813
446,263
447,2418
448,-974
449,2235
450,932
451,1320
452,-597
453,1029
454,892
455,995
456,1655
457,-356
458,-655
459,1219
460,38
461,-447
462,-419
463,-634
464,2130
465,-426
466,591
467,-337
468,2126
469,1637
470,2092
471,591
472,824
473,-421
474,2332
475,144
476,2759
477,-600
478,33
479,2454
480,2810
481,2156
482,2169
483,254
484,-865
485,606
486,416
487,965
488,1496
489,2584
490,970
491,1387
492,2720
493,-999
494,946
495,2389
496,88
497,86
498,2233
499,930
500,1698
501,1764
502,-753
503,2852
504,1964
505,1968
506,916
507,1467
508,-184
509,2418
510,3
511,492
512,439
513,1354
514,2058
515,322
516,768
517,627
518,-877
519,1603
520,2986
521,1822
522,696
523,-279
524,2033
525,350
526,-19
527,2466
528,1871
529,-242
530,397
531,1189
532,1695
533,63
534,675
535,-252
536,555
537,1813
538,-711
539,603
540,-192
541,2283
542,253
543,1627
544,1961
545,370
546,1974
547,39
548,2273
549,1527
550,269
551,-179
552,1761
553,835
554,692
555,1499
556,1927
557,1610
558,-268
559,1249
560,-840
561,2380
562,2664
563,158
564,2725
565,-841
566,396
567,1691
568,2619
569,-351
570,2350
571,2959
572,2315
573,-839
574,2505
575,8
576,-630
577,1030
578,1346
579,200
580,2577
581,1670
582,1415
583,1069
584,2900
585,151
586,2459
587,1082
588,-778
589,1000
590,-626
591,1168
592,2009
593,2276
594,2659
595,1
596,-206
597,-953
598,-531
599,1482
600,597
601,618
602,-229
603,1829
604,-996
605,-739
606,2117
607,556
608,-20
609,1972
610,-909
611,-858
612,1321
613,1928
614,96
615,-938
616,419
617,2329
618,101
619,1512
620,419
621,2333
622,749
623,-383
624,-859
625,-736
626,2173
627,2659
628,2540
629,904
630,897
631,2375
632,1451
633,1140
634,-823
635,1660
636,961
637,655
638,345
639,766
640,2609
641,673
642,1346
643,1845
644,2807
645,-306
646,633
647,744
648,2684
649,393
650,-830
651,778
652,-838
653,1274
654,1765
655,98
656,198
657,1110
658,2444
659,2451
660,556
661,1481
662,2428
663,795
664,1846
665,1160
666,192
667,2035
668,56
669,783
670,2922
671,1994
672,344
673,45
674,522
675,147
676,739
677,1803
678,-130
679,-58
680,-1
681,-176
682,-358
683,-595
684,2796
685,2354
686,158
687,2798
688,-585
689,1254
690,-508
691,1566
692,544
693,911
694,1623
695,-664
696,2516
697,1697
698,2794
699,-224
700,348
701,-232
702,672
703,1348
704,2081
705,2737
706,-223
707,2404
708,2133
709,456
710,-849
711,1620
712,-691
713,1215
714,1528
715,2844
716,1074
717,-379
718,2144
719,1099
720,1266
721,2969
722,2947
723,1392
724,223
725,-46
726,414
727,2457
728,948
729,1819
730,1354
731,1237
732,2503
733,2843
734,-556
735,-67
736,791
737,2103
738,2078
739,-242
740,842
741,2573
742,2925
743,-659
744,1893
745,1247
746,-471
747,1816
748,-911
749,-595
750,2021
751,2870
752,-720
753,1668
754,-679
755,1207
756,34
